country,description,points,price,province,region_1,variety,winery
France,"Made from organically grown grapes, this is a new wine from Barton & Guestier, a fresh, very herbaceous Sauvignon Blanc. It is bright with pear and green fruits to go with a big twist of lemon. Screwcap.",85,24.0,Loire Valley,Vin de Pays du Val de Loire,Sauvignon Blanc,Barton & Guestier
US,"Grown in the Oakley area from (mostly) old vines, this Zin is dry, lush in texture and complex in flavors. It has lovely floral and mineral notes to the spicy raspberries, cherries, currants and cola. Great job at a good price.",89,20.0,California,California,Zinfandel,Cardinal Zin
France,"This blend of 45% Syrah, 30% Mourvèdre, 15% Carignan and 10% Grenache opens with notes of brambly berry and cherry, followed by hints of garrigue and menthol. The palate is light and juicy, with lively red-fruit flavors that finish clean and accessible. Drink now.",87,15.0,Languedoc-Roussillon,Côtes du Roussillon Villages,Rhône-style Red Blend,Château de Jau
Italy,"Starts off with a whiff of cola or tree bark, then smooths out with air into red berries and spice. Earthy on the palate, adding notes of tobacco, red cherries and cedar, carried along by a slightly creamy texture. Turns crisp on the finish, with tart cherries framed by sturdy tannins. Imported by VinUS Inc.",90,40.0,Tuscany,Brunello di Montalcino,Sangiovese,Marchesi Cattaneo di Belforte
US,"Picked quite ripe, the resulting wine features mainly melon and fig aromas and flavors, with very little grassiness in evidence.  Crisp acidity on the finish provides the vivacity needed to pair with oysters or clams.",85,11.0,New York,North Fork of Long Island,Sauvignon Blanc,Castello di Borghese
US,"Berry, cherry, currant and oak flavors mark this dry, full-bodied red wine. It's fairly tannic, which gives it a grippy feeling in the mouth. Fine as an everyday sipper.",85,26.0,California,California,Red Blend,Pat Paulsen Vineyards
US,"Here's a Syrah that's rich and full-bodied enough to stand as an inexpensive replacement for something far more costly. It has elaborate flavors of blackberries, cherries, coffee, leather, and white pepper, and is fully dry and balanced, with a long finish. From Fess Parker.",87,12.0,California,Santa Barbara County,Syrah,Parker Station
US,"Very sweet, but the raspberry and cherry fruit is thin, making the wine ultimately unsatisfying.",84,18.0,California,California,Red Blend,Martin Ray
Argentina,"Sweetly fragrant, with hints of pear and melon. The palate is wet, lean and acidic, which helps push the lychee and melon flavors. A clean, light, mild refresher with sharper-than-expected acids. Nothing more than that.",84,9.0,Other,Tulum Valley,Pinot Grigio,Callia
US,"You'll find Asian spice, wildflower and candied peach fruit flavors in this Gewürz, and the acidity is nice and crisp. But it's just too sweet in white sugar for a table wine.",82,14.0,California,Monterey County,Gewürztraminer,Bargetto
US,"Ripe with cherry-berry juiciness, this is a value-priced Zin that's straightforward all around, with a bitter taste to the finish.",82,11.0,California,California,Zinfandel,Sobon Estate
US,"Good flavors, but too direct and sweet, with simple, jammy pineapple, golden mango, peach pie and vanilla flavors. A Rhône white blend with Chardonnay and Sauvignon Blanc.",84,26.0,California,Paso Robles,White Blend,10 Knots
US,"After a disappointing 2000, Hendry's Block 8 returns to form with this ultrarich, super-fruity Cab. It's massive in black cherry pie flavor, drizzled with crème de cassis and sprinkled with cinnamon sugar, and finishes very long and dry. However, the tannins remain sizable at four-plus years. Best now through 2010.",92,48.0,California,Napa Valley,Cabernet Sauvignon,Hendry
France,"With its tannins, the wine is firm, tight and dark. The black fruit flavors are just beginning to come through. It has power and structure and certainly needs to age. Drink from 2017.",88,95.0,Burgundy,Pommard,Pinot Noir,Louis Latour
US,"Dry and simple, with tobacco and tart cherryskin flavors, but it's pretty good for the price.",83,10.0,California,North Coast,Syrah,Shiloh Road
Italy,"Podere Canalino makes just over 200 cases of Brunello and offers a rustic, but genuine interpretation of the wine. There are dark, vinous aromas of black currants and red apple backed by old spice and pipe tobacco. It's slightly tart and bitter in the mouth and the tannins need a few more years to soften.",86,24.0,Tuscany,Brunello di Montalcino,Sangiovese Grosso,Podere Canalino
US,"Here the deep, dark cassis fruit flavors are accented with ground coffee, moist earth, and buttery barrel flavors. A fine effort that captures the varietal character and smooches it with great barrel management. The blend includes 10% Merlot and 5% Cabernet Sauvignon. An elegant, deceptive wine, it needs your attention as it shows itself gently.",93,35.0,Washington,Wahluke Slope,Cabernet Franc,Januik
France,"An unusual blend of 80% Clairette and 20% Bourboulenc, this medium-bodied wine is crisp and citrusy, marked by pineapple and hints of underripe peach and pear. It's light enough to be paired with more delicate seafood dishes over the summer months.",86,11.0,Rhône Valley,Côtes-du-Ventoux,Rhône-style White Blend,Bourgeois Family
US,"This is so delicious and classic, it's totally enjoyable now, but it has the structural balance to age for quite a while. It impresses for the complex blackberry, currant and cedar flavors and for the quality of the tannins, which are dramatically rich and ripe. Best now and for at least 10 years.",92,48.0,California,Napa Valley,Cabernet Sauvignon,Midsummer Cellars
US,"A Rhône blend of six varieties, the wine has bittersweet, jammy flavors of wild berries, chocolate, cinnamon and tobacco, with a rough-and-ready texture. Bone dry, it's for quaffing now.",83,10.0,California,California,Rhône-style Red Blend,Frontier Red
US,"Extraordinarily rich and complicated, a dry, full-bodied Pinot Noir offering waves of ripe flavor, housed in a silky structure. Impresses for the power of cherries, black raspberries, currants, tangerine zest, cola and sandalwood, yet feels elegant and delicate in the mouth. Wonderful now, and should age well through 2013.",94,55.0,California,Santa Maria Valley,Pinot Noir,La Fenêtre
US,"This wine is not showing well now because of the tannins, which shut everything down. Is there enough fruit for the long haul? I don't think so. Give it an “A” for effort, and wait for the '03.",84,31.0,California,Napa Valley,Merlot,Stags' Leap Winery
Italy,"Chewy, rich and dense, this is redolent of ripe blackberry, plum, prune and moist pipe tobacco. There's also a pretty floral tone that gives the wine an almost feminine personality. It's tight and firmly structured as well.",90,19.0,Central Italy,Montepulciano d'Abruzzo,Montepulciano,Cantina Tollo
US,"A bit on the soft side, but very delicious, with melted butter, ripe pineapple, lemondrop and cinnamon spice flavors that finish long and dry.",88,35.0,California,Santa Maria Valley,Chardonnay,Addamo
France,"Ancenis is a small area to the east of NAtes, across the Loire from Muscadet. This vivid pink-colored Gamay is a dry rosé with a light tannic character, brightened by red currant acidity.",85,24.0,Loire Valley,Coteaux d'Ancenis,Rosé,Les Vignerons des Terroirs de la Noëlle
US,"Good concentration, which gives the fruit more plum and black cherry than red raspberry. It's deep and sinuous, with threads of graphite and smoke, but the fruit is the star here, and the wine has the concentration and acidity to cellar well for a decade or more.",92,47.0,Oregon,Dundee Hills,Pinot Noir,Erath
Italy,"Here's a truly astonishing Barolo (from the Bricco Gattera cru) that epitomizes the “big boy” style that represents one of two dominant winemaking philosophies in the Langhe. This is an exuberant wine with thickly extracted notes of coffee bean, blackberry, leather and savory layers of black pepper. The wine is rich, smooth and velvety and will appeal less to Nebbiolo traditionalists.",95,24.0,Piedmont,Barolo,Nebbiolo,Cordero di Montezemolo
Italy,"This Merlot, Cab Sauvignon and Sangioveto blend is a bit thorny and sharp because high notes of black peppercorn, cola and pine forest seem to rise above the wine's natural fruit.",86,24.0,Tuscany,Maremma,Red Blend,Rocca di Frassinello
US,"Here's a good Cabernet for drinking now with gourmet fare. It's richly tannic and smooth, with ripe, upfront blackberry, blueberry and sweet oak flavors.",87,28.0,California,Napa Valley,Cabernet Sauvignon,Heritance
US,"A blended red from Sparkman, sharp and tannic, with good concentration. Tart, spicy and herbal, with hints of tomato and wild berry. It rolls into an astringent finish, with a dark chocolate note.",88,20.0,Washington,Columbia Valley (WA),Red Blend,Sparkman
Spain,"Raisiny, sweet and baked, with plenty of oak coming on as it airs out. This vintage is somewhat syrupy and strained compared to prior years, with baked black fruit flavors. Seems a little reduced on the finish, but overall it's still good given this winery's strong track record and how the wine compares to other 2007 Riojas.",87,40.0,Northern Spain,Rioja,Tempranillo Blend,Palacios Remondo
Italy,"This offers upfront aromas of plum and underbrush, with hints of oak and espresso. The palate is rather inexpressive but reveals black fruit, chocolate and coffee, although its shy on intensity and energy.",86,10.0,Tuscany,Chianti Classico,Red Blend,Torraccia di Presura
Italy,"This lovely sparkling wine has aromas of white peach and bread crust. The palate delivers creamy peach and apricot flavors, along with notes of toasted almond. Crisp, quenching acidity makes for a clean finish.",89,30.0,Lombardy,Franciacorta,Chardonnay,Cola
US,"Sweet, soft and simple, this has candied lemon and pineapple flavors.",82,7.0,California,California,Riesling,ForestVille
US,"This is one of the larger, more imponderable Pinots I've tasted this year, meaning that it has the heft of something from the Rhône, perhaps a Grenache, although it never loses Pinot's silkiness. It's tremendous and forward in jammy cherries, raspberries and cola, and while it's dry, it has the sweet finish of an extremely ripe wine. Enormously complicated, it's an eccentric Pinot, but one you'll probably reach for again and again. From the esteemed Hyde and Hudson vineyards.",93,80.0,California,Carneros,Pinot Noir,Ambullneo
France,"A wine that offers many personalities, from serious complexity to broad, smiling, ripe fruits. Pineapple, peaches, almonds and acidity come together in a texture that is still integrating. Give the wine another two years at least.",92,24.0,Burgundy,Beaune,Chardonnay,Albert Bichot
US,"This is a big, extracted wine, but it shows enough sophistication to warrant a place on a fine table. With ripe cherry, raspberry, red licorice and beef jerky flavors, it has good acidity for balance, and the finish is dry and spicy.",88,30.0,California,Anderson Valley,Pinot Noir,Expression 39
US,"Long Shadows Pirouette is made by Agustin Huneeus and Philippe Melka; it's 49% Cabernet Sauvignon, 27% Merlot, 11% Syrah and 13% Petit Verdot. Aromatic and seductive, it sends waves of perfumed fruit, dusty cocoa, bright espresso and toasted grain from the glass, leading into a soft, smooth and seamless palate. This rich and luscious wine could easily pass for a much pricier Napa Valley blend.",91,55.0,Washington,Columbia Valley (WA),Red Blend,Pirouette
